Map,Depth,Payoff Vector P1,Player,Sons,Parents,Structure
[615],2,"[0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, 0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, 0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, 0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, -3.0, 0.0, -7.0, 0.0, 3.0, 0.0, 7.0, 0.0, -3.0, 0.0, 0.0, -7.0, 0.0, 3.0, 0.0, 7.0, 0.0, -3.0, 0.0, 0.0, -7.0, 0.0, 3.0, 0.0, 7.0, 0.0, -3.0, 0.0, 0.0, -7.0, 0.0, 3.0, 0.0, 7.0, 0.0, -3.0, 0.0, 1.0]",2,"[170, 314, 317, 80, 178, 188, 264, 325, 91, 271, 195, 282, 101, 104]",[],32
[655],2,"[13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 1.0]",2,"[177, 180, 259, 186, 324, 89, 270, 96, 329, 98, 331, 201, 108, 290]",[],32
[697],2,"[13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 1.0]",2,"[74, 76, 254, 81, 319, 184, 323, 260, 187, 191, 274, 97, 202]",[],32
[736],2,"[13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 1.0]",2,"[70, 181, 183, 82, 321, 85, 93, 266, 327, 192, 288, 200]",[],32
[742],2,"[13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, -1.0, 9.0, -5.0, 5.0, 1.0, 9.0, 5.0, 5.0, -1.0, 1.0, 9.0, -5.0, 5.0, 1.0, 9.0, 5.0, 5.0, -1.0, 1.0, 9.0, -5.0, 5.0, 1.0, 9.0, 5.0, 5.0, -1.0, 1.0, -9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0, 9.0, -5.0, 5.0, 1.0, 9.0, 5.0, 5.0, -1.0, 1.0]",2,"[168, 169, 250, 171, 313, 46, 340, 92, 269, 272, 328, 99, 279, 283, 284, 103, 348, 349, 106, 203]",[],30
[64],3,"[-13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, -3.0]",1,"[219, 225, 53, 54, 237, 240]",[1],12
[65],3,"[-13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, -3.0]",1,"[211, 226, 235, 64, 65, 241]",[0],12
[138],3,"[-13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, -1.0]",1,"[291, 292, 209, 216, 142, 149, 303, 231, 63, 308, 239, 69]",[4],17
[146],3,"[0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, 0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, 0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, 0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, 3.0, 0.0, -7.0, 0.0, 3.0, 0.0, 7.0, 0.0, -3.0, 0.0, 0.0, -7.0, 0.0, 3.0, 0.0, 7.0, 0.0, -3.0, 0.0, 0.0, -7.0, 0.0, 3.0, 0.0, 7.0, 0.0, -3.0, 0.0, 0.0, -7.0, 0.0, 3.0, 0.0, 7.0, 0.0, -3.0, 0.0, -1.0]",1,"[213, 218, 297, 221, 52, 299, 300, 55, 141, 307, 158, 238]",[2],17
[155],3,"[-13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, -3.0]",1,"[206, 208, 224, 233, 67, 68]",[4],12
[209],3,"[-13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, -1.0]",1,"[207, 210, 294, 295, 130, 131, 223, 301, 58, 304, 236, 66, 243, 245]",[1],17
[301],3,"[13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, -3.0]",1,"[215, 222, 60, 204, 56, 230]",[3],12
[307],3,"[13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, -1.0]",1,"[293, 298, 227, 57, 148, 234, 229, 139, 59, 309, 310, 242]",[3],17
[308],3,"[0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, 0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, 0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, 0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, -3.0]",1,"[205, 50, 51, 212, 232, 244]",[2],12
[324],3,"[-13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, -1.0]",1,"[214, 296, 217, 220, 228, 302, 140, 146, 61, 62, 305, 306]",[0],17
"[3, 7, 131, 1]",4,"[0.0, -5.0, 0.0, 1.0, 0.0, 5.0, 0.0, -1.0, 0.0]",1,"[111, 126]",[2],1
[6],4,"[9.0, -5.0, 5.0, 1.0, 9.0, 5.0, 5.0, -1.0, 1.0]",1,"[125, 162]",[2],1
[10],4,"[9.0, -5.0, 5.0, 1.0, 9.0, 5.0, 5.0, -1.0, 1.0]",1,"[143, 151]",[3],1
"[26, 27, 74, 18]",4,"[-9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0]",1,"[110, 118]",[3],1
[30],4,"[11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0]",1,"[129, 159]",[4],9
"[36, 37, 262, 35]",4,"[-9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0]",1,"[136, 112, 114, 157]",[0],1
[39],4,"[9.0, -5.0, 5.0, 1.0, 9.0, 5.0, 5.0, -1.0, 1.0]",1,"[123, 135]",[0],1
"[91, 94, 96, 84]",4,"[-11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0]",1,"[117, 144]",[1],9
"[93, 97, 99, 88]",4,"[-9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0]",1,"[115, 121]",[1],1
[92],4,"[9.0, -5.0, 5.0, 1.0, 9.0, 5.0, 5.0, -1.0, 1.0]",1,"[119, 145]",[1],1
[95],4,"[11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0]",1,"[120, 132]",[1],9
[113],4,"[11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0]",1,"[124, 163]",[3],9
"[124, 125, 127, 123]",4,"[-11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0]",1,"[113, 153]",[3],9
"[257, 259, 276, 256]",4,"[-11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0]",1,"[150, 138]",[0],9
[258],4,"[11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0]",1,"[134, 160]",[0],9
"[315, 316, 317, 306]",4,"[-9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0]",1,"[128, 116]",[4],1
[314],4,"[9.0, -5.0, 5.0, 1.0, 9.0, 5.0, 5.0, -1.0, 1.0]",1,"[155, 161]",[4],1
"[328, 334, 349, 327]",4,"[0.0, -7.0, 0.0, 3.0, 0.0, 7.0, 0.0, -3.0, 0.0]",1,"[122, 152, 127, 156]",[2],9
[333],4,"[11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0]",1,"[137, 154]",[2],9
"[336, 339, 346, 335]",4,"[-11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0]",1,"[133, 147]",[4],9
[430],4,"[-13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 3.0]",2,"[338, 262, 347, 278, 246, 339, 276]",[9],33
[445],4,"[13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 3.0]",2,"[250, 340, 272, 279, 283, 348, 349]",[14],33
[547],4,"[13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 3.0]",2,"[336, 258, 265, 268, 346, 287, 350]",[8],33
[602],4,"[0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, 0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, 0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, 0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, 3.0]",2,"[251, 252, 342, 343, 344, 277, 280]",[7],33
[696],4,"[13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 3.0]",2,"[337, 248, 249, 253, 341, 345, 285]",[5],33
"[20, 23, 25, 14]",5,"[0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0]",1,"[212, 232]","[23, 2]",7
[19],5,"[13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0]",1,"[205, 244]","[23, 2]",7
"[90, 100, 103, 87]",5,"[0.0, -7.0, 0.0, 3.0, 0.0, 7.0, 0.0, -3.0, 0.0]",1,"[213, 221]","[18, 2]",16
[108],5,"[13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0]",1,"[237, 240]","[15, 1]",7
"[112, 114, 126, 109]",5,"[-13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0]",1,"[219, 225]","[15, 1]",7
[132],5,"[11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0]",1,"[218, 238]","[18, 2]",16
[150],5,"[13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0]",1,"[204, 230]","[21, 3]",7
"[156, 162, 163, 154]",5,"[-11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0]",1,"[227, 234]","[22, 3]",16
"[284, 289, 292, 158]",5,"[-11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0]",1,"[207, 210, 236, 243]","[1, 20]",16
[169],5,"[11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0]",1,"[229, 242]","[22, 3]",16
"[189, 220, 242, 175]",5,"[-13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0]",1,"[215, 222]","[21, 3]",7
"[205, 206, 210, 190]",5,"[-11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0]",1,"[214, 220]","[0, 24]",16
[213],5,"[11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0]",1,"[217, 228]","[0, 24]",16
"[355, 362, 364, 214]",5,"[-11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0]",1,"[216, 209]","[17, 4]",16
"[269, 270, 271, 260]",5,"[-13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0]",1,"[226, 211]","[16, 0]",7
[268],5,"[13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0]",1,"[235, 241]","[16, 0]",7
[288],5,"[11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0]",1,"[223, 245]","[1, 20]",16
"[357, 361, 366, 356]",5,"[-13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0]",1,"[206, 224]","[19, 4]",7
[359],5,"[13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0]",1,"[208, 233]","[19, 4]",7
[363],5,"[11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0]",1,"[231, 239]","[17, 4]",16
[393],5,"[-11.0, 7.0, -7.0, -3.0, -3.0]",2,[288],[13],21
"[617, 701, 764, 397]",5,"[9.0, 5.0, 5.0, -1.0, 1.0]",2,"[267, 257]",[5],24
"[425, 494, 499, 398]",5,"[9.0, 5.0, 5.0, -1.0, 1.0]",2,[273],[9],24
"[481, 749, 767, 401]",5,"[11.0, 7.0, 7.0, -3.0, 3.0]",2,"[247, 275]",[6],21
[407],5,"[-11.0, -7.0, -7.0, 3.0]",2,[],[12],28
[409],5,"[-11.0, 7.0, -7.0, -3.0, -3.0]",2,[263],[6],21
"[474, 522, 649, 415]",5,"[11.0, -7.0, 7.0, 3.0]",2,[],[12],28
[436],5,"[-9.0, -5.0, -5.0, 1.0]",2,[],[9],34
"[528, 606, 679, 440]",5,"[9.0, -5.0, 5.0, 1.0]",2,[],[5],34
"[624, 645, 762, 441]",5,"[11.0, -7.0, 7.0, 3.0]",2,[],[6],28
"[632, 658, 733, 452]",5,"[0.0, 7.0, 0.0, -3.0, 0.0]",2,"[264, 282]",[10],21
"[636, 652, 776, 454]",5,"[11.0, 7.0, 7.0, -3.0, 3.0]",2,"[260, 274]",[12],21
"[491, 662, 670, 468]",5,"[11.0, 7.0, 7.0, -3.0, 3.0]",2,[266],[13],21
[469],5,"[-9.0, 5.0, -5.0, -1.0, -1.0]",2,[289],[5],24
"[567, 590, 739, 490]",5,"[0.0, -5.0, 0.0, 1.0]",2,[],[7],34
"[540, 613, 709, 500]",5,"[11.0, -7.0, 7.0, 3.0]",2,[],[13],28
[506],5,"[-9.0, 5.0, -5.0, -1.0, -1.0]",2,[255],[7],24
"[524, 550, 765, 514]",5,"[9.0, 5.0, 5.0, -1.0, 1.0]",2,[256],[8],24
[515],5,"[-11.0, -7.0, -7.0, 3.0]",2,[],[6],28
"[675, 681, 772, 521]",5,"[11.0, -7.0, 7.0, 3.0]",2,[],[11],28
"[691, 706, 771, 523]",5,"[9.0, -5.0, 5.0, 1.0]",2,[],[9],34
"[559, 614, 758, 525]",5,"[0.0, -7.0, 0.0, 3.0]",2,[],[10],28
"[557, 561, 700, 530]",5,"[9.0, -5.0, 5.0, 1.0]",2,[],[14],34
[531],5,"[-11.0, -7.0, -7.0, 3.0]",2,[],[13],28
"[578, 634, 751, 535]",5,"[0.0, 5.0, 0.0, -1.0, 0.0]",2,[281],[7],24
"[582, 722, 738, 554]",5,"[9.0, -5.0, 5.0, 1.0]",2,[],[8],34
[568],5,"[-11.0, 7.0, -7.0, -3.0, -3.0]",2,[290],[11],21
[593],5,"[-11.0, 7.0, -7.0, -3.0, -3.0]",2,[254],[12],21
"[630, 694, 755, 597]",5,"[11.0, 7.0, 7.0, -3.0, 3.0]",2,"[259, 270]",[11],21
"[604, 650, 714, 599]",5,"[9.0, 5.0, 5.0, -1.0, 1.0]",2,[269],[14],24
[622],5,"[-9.0, 5.0, -5.0, -1.0, -1.0]",2,[261],[9],24
[657],5,"[-11.0, 7.0, -7.0, -3.0, -3.0]",2,[271],[10],21
[663],5,"[-9.0, -5.0, -5.0, 1.0]",2,[],[7],34
[674],5,"[-9.0, -5.0, -5.0, 1.0]",2,[],[14],34
[699],5,"[-11.0, -7.0, -7.0, 3.0]",2,[],[10],28
[716],5,"[-9.0, -5.0, -5.0, 1.0]",2,[],[8],34
[729],5,"[-9.0, 5.0, -5.0, -1.0, -1.0]",2,[284],[14],24
[730],5,"[-9.0, -5.0, -5.0, 1.0]",2,[],[5],34
[744],5,"[-11.0, -7.0, -7.0, 3.0]",2,[],[11],28
[768],5,"[-9.0, 5.0, -5.0, -1.0, -1.0]",2,[286],[8],24
"[15, 34, 118, 0]",6,"[-9.0, 5.0, -5.0, -1.0]",1,[],"[28, 3]",0
"[68, 167, 199, 2]",6,"[0.0, 5.0, 0.0, -1.0]",1,[],"[25, 2]",0
"[168, 343, 8]",6,"[-9.0, -5.0]",1,[],"[30, 0]",4
"[115, 160, 342, 13]",6,"[-11.0, 7.0, -7.0, -3.0]",1,[],"[37, 3]",6
[21],6,"[-9.0, -5.0]",1,[],"[0, 30]",4
"[50, 80, 152, 24]",6,"[-9.0, -5.0]",1,[],"[33, 1]",4
"[298, 371, 372, 28]",6,"[-9.0, -5.0]",1,[],"[40, 4]",4
"[197, 204, 293, 29]",6,"[-11.0, 7.0, -7.0, -3.0]",1,[],"[32, 1]",6
"[55, 234, 382, 31]",6,"[-9.0, -5.0]",1,[],"[28, 3]",4
[32],6,"[9.0, 5.0, 5.0, -1.0]",1,[],"[34, 1]",0
[43],6,"[11.0, 7.0, 7.0, -3.0]",1,[],"[35, 1]",6
"[119, 309, 376, 44]",6,"[-9.0, 5.0, -5.0, -1.0]",1,[],"[33, 1]",0
"[370, 52]",6,"[0.0, 7.0, 0.0, -3.0]",1,[],"[42, 2]",6
[53],6,"[9.0, -5.0]",1,[],"[31, 0]",4
[61],6,"[11.0, 7.0, 7.0, -3.0]",1,[],"[36, 3]",6
[62],6,"[9.0, 5.0, 5.0, -1.0]",1,[],"[26, 2]",0
"[120, 275, 338, 67]",6,"[0.0, -5.0]",1,[],"[25, 2]",4
"[263, 69]",6,"[0.0, -7.0]",1,[],"[2, 42]",14
"[129, 296, 375, 72]",6,"[-9.0, 5.0, -5.0, -1.0]",1,[],"[40, 4]",0
[73],6,"[11.0, 7.0, 7.0, -3.0]",1,[],"[29, 4]",6
"[77, 79, 107, 75]",6,"[-13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0]",1,"[304, 294]","[1, 20]",15
[76],6,"[13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0]",1,"[295, 301]","[1, 20]",15
[81],6,"[11.0, -7.0]",1,[],"[35, 1]",14
"[149, 173, 337, 86]",6,"[-11.0, 7.0, -7.0, -3.0]",1,[],"[44, 4]",6
[101],6,"[11.0, -7.0]",1,[],"[0, 39]",14
[105],6,"[9.0, 5.0, 5.0, -1.0]",1,[],"[31, 0]",0
"[122, 161, 117]",6,"[-9.0, 5.0, -5.0, -1.0]",1,[],"[30, 0]",0
[136],6,"[11.0, 7.0, 7.0, -3.0]",1,[],"[2, 43]",6
"[225, 230, 311, 142]",6,"[-11.0, -7.0]",1,[],"[0, 38]",14
