History,History_Structure,Depth,Payoff,Player,Real_Parents,Actions,Probability,Index_Members,Map_Clust,Actions_Prob
/K?/P1:c/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4,8,7,"[11.0, -7.0, -11.0, -7.0, 0.0, -7.0]",1,[74],"['c', 'f']",0.13333333333333333,"[1451, 1691, 1886]",[90],"[0.9986320004106566, 0.0013679995893434629]"
/Q?/P1:c/P2:c/C:K/P1:raise4/P2:raise4,9,6,"[9.0, -5.0, 0.0, -5.0, -9.0, -5.0]",1,[25],"['c', 'f']",0.13333333333333333,"[869, 1034, 1274]",[47],"[0.9999035121574682, 9.648784253184099e-05]"
/Q?/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:raise4/P2:raise4,4,8,"[13.0, -9.0, 0.0, -9.0, -13.0, -9.0]",1,[99],"['c', 'f']",0.13333333333333333,"[773, 968, 1178]",[112],"[0.9999037350789373, 9.626492106276473e-05]"
/Q?/P1:raise2/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4,10,7,"[13.0, -9.0, 13.0, -9.0]",1,[86],"['c', 'f']",0.06666666666666668,"[662, 1067]",[91],"[0.9997802197802198, 0.00021978021978021978]"
/J?/P1:raise2/P2:c/C:Q/P1:c/P2:raise4,11,6,"[0.0, 7.0, 0.0, -3.0, -11.0, 7.0, -7.0, -3.0, -11.0, 7.0, -7.0, -3.0]",1,[124],"['raise4', 'c', 'f']",0.13333333333333333,"[44, 239, 479]",[50],"[0.9998726520216493, 6.367398917542184e-05, 6.367398917542184e-05]"
/J?,12,1,"[0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, 0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, -3.0, 0.0, -7.0, 0.0, 3.0, 0.0, 7.0, 0.0, -3.0, 0.0, 0.0, -7.0, 0.0, 3.0, 0.0, 7.0, 0.0, -3.0, 0.0, 1.0, 0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, 0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, 3.0, 0.0, -7.0, 0.0, 3.0, 0.0, 7.0, 0.0, -3.0, 0.0, 0.0, -7.0, 0.0, 3.0, 0.0, 7.0, 0.0, -3.0, 0.0, -1.0, 0.0, -5.0, 0.0, 1.0, 0.0, 5.0, 0.0, -1.0, 0.0, 0.0, -5.0, 0.0, 1.0, 0.0, 5.0, 0.0, -1.0, 0.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, -3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, 1.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, -1.0, 9.0, -5.0, 5.0, 1.0, 9.0, 5.0, 5.0, -1.0, 1.0, -9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0, -9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, -3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, 1.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, -1.0, 9.0, -5.0, 5.0, 1.0, 9.0, 5.0, 5.0, -1.0, 1.0, -9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0, -9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0]",1,[],"['raise2', 'c']",0.33333333333333337,"[164, 404, 644]",[1],"[0.5776485720255067, 0.42235142797449327]"
/J?/P1:c/P2:c/C:J/P1:c/P2:raise4,2,6,"[9.0, 5.0, 5.0, -1.0, 9.0, 5.0, 5.0, -1.0]",1,[125],"['raise4', 'c', 'f']",0.06666666666666668,"[368, 608]",[53],"[0.990748577694108, 0.009099215304369862, 0.00015220700152207]"
/Q?/P1:c/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4,8,7,"[-11.0, -7.0, 0.0, -7.0, -11.0, -7.0]",1,[95],"['c', 'f']",0.13333333333333333,"[791, 986, 1196]",[89],"[0.9987483530961793, 0.001251646903820817]"
/Q?/P1:c/P2:c/C:K/P1:c/P2:raise4,2,6,"[9.0, 5.0, 5.0, -1.0, 0.0, 5.0, 0.0, -1.0, -9.0, 5.0, -5.0, -1.0]",1,[25],"['raise4', 'c', 'f']",0.13333333333333333,"[878, 1043, 1283]",[44],"[0.999871349543291, 6.432522835456066e-05, 6.432522835456066e-05]"
/K?/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:c/P2:raise4,6,8,"[13.0, 9.0, 9.0, -5.0, 13.0, 9.0, 9.0, -5.0]",1,[112],"['raise4', 'c', 'f']",0.06666666666666668,"[1427, 1667]",[119],"[0.6873400331225534, 0.31250940981632036, 0.00015055706112616682]"
/K?/P1:raise2/P2:c/C:K/P1:raise4/P2:raise4,13,6,"[11.0, -7.0, 11.0, -7.0]",1,[114],"['c', 'f']",0.06666666666666668,"[1370, 1610]",[54],"[0.9997701149425288, 0.00022988505747126436]"
/K?/P1:raise2/P2:c/C:Q,14,4,"[11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, 0.0, -7.0, 0.0, 3.0, 0.0, 7.0, 0.0, -3.0, 0.0]",1,[45],"['raise4', 'c']",0.13333333333333333,"[1367, 1607, 1832]",[14],"[0.00018832391713747646, 0.9998116760828625]"
/K?/P1:c/P2:c/C:K/P1:raise4/P2:raise4,9,6,"[9.0, -5.0, 9.0, -5.0]",1,[10],"['c', 'f']",0.06666666666666668,"[1514, 1754]",[55],"[0.9997716894977169, 0.00022831050228310502]"
/K?/P1:raise2/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4,10,7,"[13.0, -9.0, -13.0, -9.0, 0.0, -9.0]",1,[27],"['c', 'f']",0.13333333333333333,"[1307, 1547, 1787]",[92],"[0.9999030067895247, 9.699321047526673e-05]"
/Q?/P1:c/P2:c/C:Q/P1:c/P2:raise4,2,6,"[9.0, 5.0, 5.0, -1.0, 9.0, 5.0, 5.0, -1.0]",1,[23],"['raise4', 'c', 'f']",0.06666666666666668,"[863, 1268]",[53],"[0.990748577694108, 0.009099215304369862, 0.00015220700152207]"
/J?/P1:c/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4,8,7,"[0.0, -7.0, -11.0, -7.0, -11.0, -7.0]",1,[113],"['c', 'f']",0.13333333333333333,"[101, 326, 566]",[88],"[0.9994820987809119, 0.0005179012190880476]"
/J?/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:c/P2:raise4,6,8,"[13.0, 9.0, 9.0, -5.0, 13.0, 9.0, 9.0, -5.0]",1,[106],"['raise4', 'c', 'f']",0.06666666666666668,"[272, 512]",[119],"[0.6873400331225534, 0.31250940981632036, 0.00015055706112616682]"
/K?,12,1,"[-13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 1.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, -1.0, -9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0, 9.0, -5.0, 5.0, 1.0, 9.0, 5.0, 5.0, -1.0, 1.0, 9.0, -5.0, 5.0, 1.0, 9.0, 5.0, 5.0, -1.0, 1.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 1.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, -1.0, 9.0, -5.0, 5.0, 1.0, 9.0, 5.0, 5.0, -1.0, 1.0, -9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0, 9.0, -5.0, 5.0, 1.0, 9.0, 5.0, 5.0, -1.0, 1.0, 0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, 0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, -3.0, 0.0, -7.0, 0.0, 3.0, 0.0, 7.0, 0.0, -3.0, 0.0, 0.0, -7.0, 0.0, 3.0, 0.0, 7.0, 0.0, -3.0, 0.0, 1.0, 0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, 0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, 3.0, 0.0, -7.0, 0.0, 3.0, 0.0, 7.0, 0.0, -3.0, 0.0, 0.0, -7.0, 0.0, 3.0, 0.0, 7.0, 0.0, -3.0, 0.0, -1.0, 0.0, -5.0, 0.0, 1.0, 0.0, 5.0, 0.0, -1.0, 0.0, 0.0, -5.0, 0.0, 1.0, 0.0, 5.0, 0.0, -1.0, 0.0]",1,[],"['raise2', 'c']",0.3333333333333333,"[1529, 1769, 1934]",[0],"[0.0017581185541910966, 0.9982418814458088]"
/K?/P1:raise2/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4,10,7,"[-13.0, -9.0, 13.0, -9.0, 0.0, -9.0]",1,[22],"['c', 'f']",0.13333333333333333,"[1292, 1532, 1772]",[93],"[0.999618320610687, 0.0003816793893129771]"
/K?/P1:raise2/P2:c/C:J,14,4,"[-11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 0.0, -7.0, 0.0, 3.0, 0.0, 7.0, 0.0, -3.0, 0.0]",1,[45],"['raise4', 'c']",0.13333333333333333,"[1352, 1592, 1817]",[15],"[0.0002642716759992671, 0.9997357283240007]"
/J?/P1:raise2/P2:c/C:J/P1:c/P2:raise4,11,6,"[11.0, 7.0, 7.0, -3.0, 11.0, 7.0, 7.0, -3.0]",1,[128],"['raise4', 'c', 'f']",0.06666666666666668,"[224, 464]",[56],"[0.9995173698822843, 0.00032937341273464474, 0.00015325670498084288]"
/J?/P1:c/P2:c/C:Q/P1:c/P2:raise4,2,6,"[0.0, 5.0, 0.0, -1.0, -9.0, 5.0, -5.0, -1.0, -9.0, 5.0, -5.0, -1.0]",1,[131],"['raise4', 'c', 'f']",0.13333333333333333,"[143, 383, 623]",[44],"[0.999871349543291, 6.432522835456066e-05, 6.432522835456066e-05]"
/K?/P1:raise2/P2:c/C:K/P1:c/P2:raise4,11,6,"[11.0, 7.0, 7.0, -3.0, 11.0, 7.0, 7.0, -3.0]",1,[114],"['raise4', 'c', 'f']",0.06666666666666668,"[1379, 1619]",[56],"[0.9995173698822843, 0.00032937341273464474, 0.00015325670498084288]"
/Q?/P1:raise2/P2:c/C:K,14,4,"[11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 0.0, -7.0, 0.0, 3.0, 0.0, 7.0, 0.0, -3.0, 0.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0]",1,[138],"['raise4', 'c']",0.13333333333333333,"[737, 947, 1142]",[14],"[0.00018832391713747646, 0.9998116760828625]"
/Q?/P1:raise2/P2:c/C:J,14,4,"[-11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, 0.0, -7.0, 0.0, 3.0, 0.0, 7.0, 0.0, -3.0, 0.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0]",1,[138],"['raise4', 'c']",0.13333333333333333,"[707, 932, 1112]",[15],"[0.0002642716759992671, 0.9997357283240007]"
