History,History_Structure,Depth,Payoff,Player,Real_Parents,Actions,Probability,Index_Members,Map_Clust,Actions_Prob
/9?/P1:c/P2:c/C:9,1,4,"[9.0, -5.0, 5.0, 1.0, 9.0, 5.0, 5.0, -1.0, 1.0, 9.0, -5.0, 5.0, 1.0, 9.0, 5.0, 5.0, -1.0, 1.0, 9.0, -5.0, 5.0, 1.0, 9.0, 5.0, 5.0, -1.0, 1.0, 9.0, -5.0, 5.0, 1.0, 9.0, 5.0, 5.0, -1.0, 1.0]",1,[348],"['raise4', 'c']",0.022222222222222227,"[641, 1031, 1421, 1811]",[14],"[0.5, 0.5]"
/K?/P1:raise2/P2:raise2/P1:c/C:K/P1:c/P2:raise4,5,7,"[13.0, 9.0, 9.0, -5.0, 13.0, 9.0, 9.0, -5.0, 13.0, 9.0, 9.0, -5.0, 13.0, 9.0, 9.0, -5.0]",1,[19],"['raise4', 'c', 'f']",0.022222222222222227,"[7571, 7961, 8351, 8741]",[97],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
/Q?/P1:raise2/P2:raise2/P1:c/C:K/P1:c/P2:raise4,5,7,"[13.0, 9.0, 9.0, -5.0, 13.0, 9.0, 9.0, -5.0, 13.0, 9.0, 9.0, -5.0, 0.0, 9.0, 0.0, -5.0, -13.0, 9.0, -9.0, -5.0]",1,[356],"['raise4', 'c', 'f']",0.04444444444444445,"[5696, 6086, 6476, 6851, 7181]",[99],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
/9?/P1:raise2/P2:c/C:J/P1:c/P2:raise4,6,6,"[0.0, 7.0, 0.0, -3.0, -11.0, 7.0, -7.0, -3.0, -11.0, 7.0, -7.0, -3.0, -11.0, 7.0, -7.0, -3.0, -11.0, 7.0, -7.0, -3.0]",1,[124],"['raise4', 'c', 'f']",0.04444444444444445,"[89, 434, 824, 1214, 1604]",[62],"[1.0, 0.0, 0.0]"
/K?/P1:raise2/P2:raise2/P1:c/C:9,7,5,"[-13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0]",1,[308],"['raise4', 'c']",0.04444444444444445,"[7514, 7904, 8294, 8684, 9074]",[22],"[0.5, 0.5]"
/9?/P1:c/P2:c/C:J/P1:c/P2:raise4,0,6,"[0.0, 5.0, 0.0, -1.0, -9.0, 5.0, -5.0, -1.0, -9.0, 5.0, -5.0, -1.0, -9.0, 5.0, -5.0, -1.0, -9.0, 5.0, -5.0, -1.0]",1,[27],"['raise4', 'c', 'f']",0.04444444444444445,"[278, 668, 1058, 1448, 1838]",[54],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
/J?/P1:c/P2:raise2/P1:c/C:Q/P1:c/P2:raise4,8,7,"[11.0, 7.0, 7.0, -3.0, 11.0, 7.0, 7.0, -3.0, 0.0, 7.0, 0.0, -3.0, -11.0, 7.0, -7.0, -3.0, -11.0, 7.0, -7.0, -3.0]",1,[284],"['raise4', 'c', 'f']",0.04444444444444445,"[4040, 4430, 4760, 5135, 5525]",[102],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
/Q?/P1:raise2/P2:raise2/P1:c/C:Q/P1:c/P2:raise4,5,7,"[13.0, 9.0, 9.0, -5.0, 13.0, 9.0, 9.0, -5.0, 13.0, 9.0, 9.0, -5.0, 13.0, 9.0, 9.0, -5.0]",1,[359],"['raise4', 'c', 'f']",0.022222222222222227,"[5681, 6071, 6461, 7166]",[97],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
/9?/P1:c/P2:c/C:T,1,4,"[0.0, -5.0, 0.0, 1.0, 0.0, 5.0, 0.0, -1.0, 0.0, -9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0, -9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0, -9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0, -9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0]",1,[348],"['raise4', 'c']",0.04444444444444445,"[266, 656, 1046, 1436, 1826]",[11],"[0.5, 0.5]"
/K?/P1:raise2/P2:raise2/P1:c/C:K,7,5,"[13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0]",1,[308],"['raise4', 'c']",0.022222222222222227,"[7574, 7964, 8354, 8744]",[26],"[0.5, 0.5]"
/K?/P1:raise2/P2:raise2/P1:c/C:J,7,5,"[13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0]",1,[308],"['raise4', 'c']",0.04444444444444445,"[7544, 7934, 8324, 8714, 9104]",[24],"[0.5, 0.5]"
/T?/P1:c/P2:c/C:9/P1:raise4/P2:raise4,4,6,"[-9.0, -5.0, 0.0, -5.0, -9.0, -5.0, -9.0, -5.0, -9.0, -5.0]",1,[262],"['c', 'f']",0.04444444444444445,"[2189, 2519, 2894, 3284, 3674]",[59],"[0.5, 0.5]"
/J?/P1:c/P2:raise2/P1:c/C:K/P1:c/P2:raise4,8,7,"[11.0, 7.0, 7.0, -3.0, 11.0, 7.0, 7.0, -3.0, 0.0, 7.0, 0.0, -3.0, -11.0, 7.0, -7.0, -3.0, -11.0, 7.0, -7.0, -3.0]",1,[289],"['raise4', 'c', 'f']",0.04444444444444445,"[4055, 4445, 4775, 5150, 5540]",[102],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
/K?/P1:raise2/P2:raise2/P1:c/C:Q,7,5,"[13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0]",1,[308],"['raise4', 'c']",0.04444444444444445,"[7559, 7949, 8339, 8729, 9119]",[24],"[0.5, 0.5]"
/J?/P1:c/P2:c/C:T/P1:raise4/P2:raise4,4,6,"[9.0, -5.0, -9.0, -5.0, 0.0, -5.0, -9.0, -5.0, -9.0, -5.0]",1,[97],"['c', 'f']",0.04444444444444445,"[4079, 4469, 4799, 5174, 5564]",[56],"[0.5, 0.5]"
/K?/P1:raise2/P2:raise2/P1:c/C:T,7,5,"[13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0]",1,[308],"['raise4', 'c']",0.04444444444444445,"[7529, 7919, 8309, 8699, 9089]",[25],"[0.5, 0.5]"
/9?/P1:c/P2:c/C:K,1,4,"[0.0, -5.0, 0.0, 1.0, 0.0, 5.0, 0.0, -1.0, 0.0, -9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0, -9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0, -9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0, -9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0]",1,[348],"['raise4', 'c']",0.04444444444444445,"[311, 701, 1091, 1481, 1871]",[11],"[0.5, 0.5]"
/9?/P1:c/P2:c/C:J,1,4,"[0.0, -5.0, 0.0, 1.0, 0.0, 5.0, 0.0, -1.0, 0.0, -9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0, -9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0, -9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0, -9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0]",1,[348],"['raise4', 'c']",0.04444444444444445,"[281, 671, 1061, 1451, 1841]",[11],"[0.5, 0.5]"
/Q?/P1:c/P2:c/C:K/P1:raise4/P2:raise4,4,6,"[9.0, -5.0, 9.0, -5.0, 9.0, -5.0, 0.0, -5.0, -9.0, -5.0]",1,[316],"['c', 'f']",0.04444444444444445,"[5999, 6389, 6779, 7094, 7484]",[57],"[0.5, 0.5]"
/J?/P1:raise2/P2:c/C:Q/P1:c/P2:raise4,6,6,"[11.0, 7.0, 7.0, -3.0, 11.0, 7.0, 7.0, -3.0, 0.0, 7.0, 0.0, -3.0, -11.0, 7.0, -7.0, -3.0, -11.0, 7.0, -7.0, -3.0]",1,[91],"['raise4', 'c', 'f']",0.04444444444444445,"[3884, 4274, 4634, 4979, 5369]",[61],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
/Q?/P1:raise2/P2:c/C:Q,9,4,"[11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0]",1,[384],"['raise4', 'c']",0.022222222222222227,"[5762, 6152, 6542, 7247]",[15],"[0.5, 0.5]"
/9?/P1:c/P2:c/C:J/P1:raise4/P2:raise4,4,6,"[0.0, -5.0, -9.0, -5.0, -9.0, -5.0, -9.0, -5.0, -9.0, -5.0]",1,[27],"['c', 'f']",0.04444444444444445,"[269, 659, 1049, 1439, 1829]",[59],"[0.5, 0.5]"
/J?/P1:c/P2:c/C:J/P1:c/P2:raise4,0,6,"[9.0, 5.0, 5.0, -1.0, 9.0, 5.0, 5.0, -1.0, 9.0, 5.0, 5.0, -1.0, 9.0, 5.0, 5.0, -1.0]",1,[92],"['raise4', 'c', 'f']",0.022222222222222227,"[4103, 4493, 5198, 5588]",[64],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
/Q?/P1:c/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4,10,7,"[11.0, -7.0, 11.0, -7.0, -11.0, -7.0, 0.0, -7.0, -11.0, -7.0]",1,[214],"['c', 'f']",0.04444444444444445,"[5891, 6281, 6671, 7016, 7376]",[108],"[0.5, 0.5]"
/9?/P1:c/P2:c/C:Q/P1:c/P2:raise4,0,6,"[0.0, 5.0, 0.0, -1.0, -9.0, 5.0, -5.0, -1.0, -9.0, 5.0, -5.0, -1.0, -9.0, 5.0, -5.0, -1.0, -9.0, 5.0, -5.0, -1.0]",1,[74],"['raise4', 'c', 'f']",0.04444444444444445,"[293, 683, 1073, 1463, 1853]",[54],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
/T?/P1:c/P2:c/C:J,1,4,"[9.0, -5.0, 5.0, 1.0, 9.0, 5.0, 5.0, -1.0, 1.0, 0.0, -5.0, 0.0, 1.0, 0.0, 5.0, 0.0, -1.0, 0.0, -9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0, -9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0, -9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0]",1,[66],"['raise4', 'c']",0.04444444444444445,"[2231, 2546, 2936, 3326, 3716]",[11],"[0.5, 0.5]"
/T?/P1:c/P2:c/C:K,1,4,"[9.0, -5.0, 5.0, 1.0, 9.0, 5.0, 5.0, -1.0, 1.0, 0.0, -5.0, 0.0, 1.0, 0.0, 5.0, 0.0, -1.0, 0.0, -9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0, -9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0, -9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0]",1,[66],"['raise4', 'c']",0.04444444444444445,"[2261, 2576, 2966, 3356, 3746]",[11],"[0.5, 0.5]"
/T?/P1:c/P2:c/C:Q,1,4,"[9.0, -5.0, 5.0, 1.0, 9.0, 5.0, 5.0, -1.0, 1.0, 0.0, -5.0, 0.0, 1.0, 0.0, 5.0, 0.0, -1.0, 0.0, -9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0, -9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0, -9.0, -5.0, -5.0, 1.0, -9.0, 5.0, -5.0, -1.0, -1.0]",1,[66],"['raise4', 'c']",0.04444444444444445,"[2246, 2561, 2951, 3341, 3731]",[11],"[0.5, 0.5]"
/J?/P1:c/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4,10,7,"[11.0, -7.0, 11.0, -7.0, 0.0, -7.0, -11.0, -7.0, -11.0, -7.0]",1,[284],"['c', 'f']",0.04444444444444445,"[4031, 4421, 4751, 5126, 5516]",[108],"[0.5, 0.5]"
/T?/P1:c/P2:c/C:T,1,4,"[9.0, -5.0, 5.0, 1.0, 9.0, 5.0, 5.0, -1.0, 1.0, 9.0, -5.0, 5.0, 1.0, 9.0, 5.0, 5.0, -1.0, 1.0, 9.0, -5.0, 5.0, 1.0, 9.0, 5.0, 5.0, -1.0, 1.0, 9.0, -5.0, 5.0, 1.0, 9.0, 5.0, 5.0, -1.0, 1.0]",1,[66],"['raise4', 'c']",0.022222222222222227,"[2216, 2921, 3311, 3701]",[14],"[0.5, 0.5]"
/T?/P1:raise2/P2:raise2/P1:c/C:J/P1:c/P2:raise4,5,7,"[13.0, 9.0, 9.0, -5.0, 0.0, 9.0, 0.0, -5.0, -13.0, 9.0, -9.0, -5.0, -13.0, 9.0, -9.0, -5.0, -13.0, 9.0, -9.0, -5.0]",1,[270],"['raise4', 'c', 'f']",0.04444444444444445,"[1916, 2291, 2621, 3011, 3401]",[98],"[1.0, 0.0, 0.0]"
/K?/P1:raise2/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4,11,7,"[13.0, -9.0, 13.0, -9.0, -13.0, -9.0, 13.0, -9.0, 0.0, -9.0]",1,[20],"['c', 'f']",0.04444444444444445,"[7532, 7922, 8312, 8702, 9092]",[111],"[0.5, 0.5]"
/Q?/P1:c/P2:raise2/P1:raise2/P2:c/C:T/P1:c/P2:raise4,3,8,"[13.0, 9.0, 9.0, -5.0, -13.0, 9.0, -9.0, -5.0, 13.0, 9.0, 9.0, -5.0, 0.0, 9.0, 0.0, -5.0, -13.0, 9.0, -9.0, -5.0]",1,[185],"['raise4', 'c', 'f']",0.04444444444444445,"[5807, 6197, 6587, 6947, 7292]",[141],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
/J?/P1:raise2/P2:c/C:J/P1:c/P2:raise4,6,6,"[11.0, 7.0, 7.0, -3.0, 11.0, 7.0, 7.0, -3.0, 11.0, 7.0, 7.0, -3.0, 11.0, 7.0, 7.0, -3.0]",1,[95],"['raise4', 'c', 'f']",0.022222222222222227,"[3869, 4259, 4964, 5354]",[65],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
/J?/P1:c/P2:c/C:Q/P1:c/P2:raise4,0,6,"[9.0, 5.0, 5.0, -1.0, 9.0, 5.0, 5.0, -1.0, 0.0, 5.0, 0.0, -1.0, -9.0, 5.0, -5.0, -1.0, -9.0, 5.0, -5.0, -1.0]",1,[99],"['raise4', 'c', 'f']",0.04444444444444445,"[4118, 4508, 4823, 5213, 5603]",[52],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
/K?/P1:c/P2:raise2/P1:c/C:T/P1:c/P2:raise4,8,7,"[11.0, 7.0, 7.0, -3.0, -11.0, 7.0, -7.0, -3.0, 11.0, 7.0, 7.0, -3.0, 11.0, 7.0, 7.0, -3.0, 0.0, 7.0, 0.0, -3.0]",1,[103],"['raise4', 'c', 'f']",0.04444444444444445,"[7760, 8150, 8540, 8930, 9275]",[105],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
/T?/P1:c/P2:raise2/P1:c/C:J/P1:c/P2:raise4,8,7,"[11.0, 7.0, 7.0, -3.0, 0.0, 7.0, 0.0, -3.0, -11.0, 7.0, -7.0, -3.0, -11.0, 7.0, -7.0, -3.0, -11.0, 7.0, -7.0, -3.0]",1,[205],"['raise4', 'c', 'f']",0.04444444444444445,"[2150, 2480, 2855, 3245, 3635]",[103],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
/9?/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:c/P2:raise4,3,8,"[0.0, 9.0, 0.0, -5.0, -13.0, 9.0, -9.0, -5.0, -13.0, 9.0, -9.0, -5.0, -13.0, 9.0, -9.0, -5.0, -13.0, 9.0, -9.0, -5.0]",1,[183],"['raise4', 'c', 'f']",0.04444444444444445,"[152, 512, 902, 1292, 1682]",[138],"[1.0, 0.0, 0.0]"
/J?/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:c/P2:raise4,3,8,"[13.0, 9.0, 9.0, -5.0, 13.0, 9.0, 9.0, -5.0, 0.0, 9.0, 0.0, -5.0, -13.0, 9.0, -9.0, -5.0, -13.0, 9.0, -9.0, -5.0]",1,[75],"['raise4', 'c', 'f']",0.04444444444444445,"[3977, 4367, 4712, 5072, 5462]",[139],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
/J?/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:raise4/P2:raise4,2,8,"[13.0, -9.0, 13.0, -9.0, 13.0, -9.0, 13.0, -9.0]",1,[76],"['c', 'f']",0.022222222222222227,"[3938, 4328, 5033, 5423]",[137],"[0.5, 0.5]"
/J?/P1:c/P2:c/C:K/P1:raise4/P2:raise4,4,6,"[9.0, -5.0, 9.0, -5.0, 0.0, -5.0, -9.0, -5.0, -9.0, -5.0]",1,[93],"['c', 'f']",0.04444444444444445,"[4124, 4514, 4829, 5219, 5609]",[57],"[0.5, 0.5]"
/K?/P1:c/P2:raise2/P1:c/C:9/P1:c/P2:raise4,8,7,"[-11.0, 7.0, -7.0, -3.0, 11.0, 7.0, 7.0, -3.0, 11.0, 7.0, 7.0, -3.0, 11.0, 7.0, 7.0, -3.0, 0.0, 7.0, 0.0, -3.0]",1,[87],"['raise4', 'c', 'f']",0.04444444444444445,"[7745, 8135, 8525, 8915, 9260]",[104],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
/K?/P1:raise2/P2:c/C:Q/P1:c/P2:raise4,6,6,"[11.0, 7.0, 7.0, -3.0, 11.0, 7.0, 7.0, -3.0, 11.0, 7.0, 7.0, -3.0, -11.0, 7.0, -7.0, -3.0, 0.0, 7.0, 0.0, -3.0]",1,[328],"['raise4', 'c', 'f']",0.04444444444444445,"[7634, 8024, 8414, 8804, 9179]",[61],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
/T?/P1:c/P2:c/C:T/P1:raise4/P2:raise4,4,6,"[9.0, -5.0, 9.0, -5.0, 9.0, -5.0, 9.0, -5.0]",1,[39],"['c', 'f']",0.022222222222222227,"[2204, 2909, 3299, 3689]",[66],"[0.5, 0.5]"
/9?/P1:raise2/P2:raise2/P1:c/C:T/P1:c/P2:raise4,5,7,"[0.0, 9.0, 0.0, -5.0, -13.0, 9.0, -9.0, -5.0, -13.0, 9.0, -9.0, -5.0, -13.0, 9.0, -9.0, -5.0, -13.0, 9.0, -9.0, -5.0]",1,[189],"['raise4', 'c', 'f']",0.04444444444444445,"[11, 341, 731, 1121, 1511]",[98],"[1.0, 0.0, 0.0]"
/9?/P1:c/P2:c/C:T/P1:raise4/P2:raise4,4,6,"[0.0, -5.0, -9.0, -5.0, -9.0, -5.0, -9.0, -5.0, -9.0, -5.0]",1,[18],"['c', 'f']",0.04444444444444445,"[254, 644, 1034, 1424, 1814]",[59],"[0.5, 0.5]"
/T?/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:c/P2:raise4,3,8,"[13.0, 9.0, 9.0, -5.0, 0.0, 9.0, 0.0, -5.0, -13.0, 9.0, -9.0, -5.0, -13.0, 9.0, -9.0, -5.0, -13.0, 9.0, -9.0, -5.0]",1,[186],"['raise4', 'c', 'f']",0.04444444444444445,"[2102, 2447, 2807, 3197, 3587]",[138],"[1.0, 0.0, 0.0]"
/Q?/P1:c/P2:raise2/P1:c/C:9/P1:c/P2:raise4,8,7,"[-11.0, 7.0, -7.0, -3.0, 11.0, 7.0, 7.0, -3.0, 11.0, 7.0, 7.0, -3.0, 0.0, 7.0, 0.0, -3.0, -11.0, 7.0, -7.0, -3.0]",1,[355],"['raise4', 'c', 'f']",0.04444444444444445,"[5870, 6260, 6650, 6995, 7355]",[104],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
/T?/P1:c/P2:raise2/P1:c/C:T/P1:raise4/P2:raise4,10,7,"[11.0, -7.0, 11.0, -7.0, 11.0, -7.0, 11.0, -7.0]",1,[213],"['c', 'f']",0.022222222222222227,"[2126, 2831, 3221, 3611]",[114],"[0.5, 0.5]"
/K?/P1:c/P2:raise2/P1:c/C:K/P1:c/P2:raise4,8,7,"[11.0, 7.0, 7.0, -3.0, 11.0, 7.0, 7.0, -3.0, 11.0, 7.0, 7.0, -3.0, 11.0, 7.0, 7.0, -3.0]",1,[132],"['raise4', 'c', 'f']",0.022222222222222227,"[7805, 8195, 8585, 8975]",[115],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
